age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
64,sels,0,8,5,9,8,9,6,6,7,8,5,7,5,5,6
20,sels,10,5,10,8,5,4,5,8,5,8,9,7,7,5,6
20,sels,6,10,8,10,5,5,10,7,5,8,7,9,5,6,3
48,sels,9,10,10,9,7,10,7,5,8,3,5,5,3,7,5
68,sels,6,5,9,8,9,10,8,8,9,8,8,10,10,5,4
30,sels,8,10,9,10,9,10,10,10,9,7,10,9,7,8,5
58,sels,8,10,9,10,8,1,10,10,6,1,10,7,9,9,6
52,sels,4,7,10,10,8,6,7,7,2,5,8,8,6,7,5
52,sels,8,10,10,10,9,10,10,10,4,10,7,10,8,4,6
43,sels,3,0,5,9,10,10,8,8,2,8,9,10,7,7,4
61,sels,5,1,6,10,9,9,7,5,2,7,9,9,4,2,4
68,sels,7,9,7,8,8,7,6,5,4,6,8,6,8,7,7
69,sels,7,2,5,8,4,6,8,7,5,3,6,5,3,2,4
71,sels,5,10,4,10,10,2,6,5,0,5,4,8,7,5,0
70,sels,9,8,9,9,10,10,9,10,3,9,10,8,2,6,2
52,sels,7,7,6,9,4,3,6,6,4,8,8,8,4,3,7
47,sels,8,5,8,7,10,1,9,10,8,9,8,9,4,2,0
60,sels,4,4,3,8,6,10,9,9,4,9,6,6,8,4,5
61,sels,7,8,7,7,8,5,10,8,6,0,8,4,7,8,6
32,sels,7,1,7,8,8,4,9,8,6,4,8,9,1,8,2
31,sels,7,3,5,8,8,3,8,8,7,4,7,4,9,7,7
21,sels,6,8,6,6,7,3,6,6,5,5,4,6,7,5,3
19,sels,6,5,5,7,6,7,6,5,3,3,8,8,4,8,5
56,sels,10,10,10,9,9,7,8,8,5,7,10,9,6,3,2
49,sels,8,6,8,7,7,5,8,7,7,9,7,8,3,2,4
20,sels,9,9,9,7,7,4,10,7,8,8,8,9,6,6,7
23,sels,7,3,6,8,8,10,8,7,10,5,8,5,3,5,3
50,sels,9,8,8,10,10,10,10,10,8,2,10,10,5,2,0
71,sels,4,3,5,8,9,9,8,4,3,9,8,9,3,3,3
37,sels,7,6,7,7,7,10,9,9,5,9,8,9,6,2,3
28,sels,10,10,9,9,10,6,10,7,5,2,9,9,6,6,4
41,sels,8,5,7,10,8,9,8,8,8,8,4,9,8,7,5
63,sels,6,5,6,8,9,8,6,7,2,4,9,8,7,0,1
45,sels,5,5,5,10,9,10,6,6,5,9,8,9,8,5,3
64,sels,8,8,8,8,8,9,8,8,9,9,8,8,1,1,2
48,sels,8,6,8,7,7,9,10,8,10,0,7,7,8,6,4
53,sels,5,7,5,8,7,8,7,7,5,4,8,8,6,5,3
50,sels,6,9,8,9,9,9,7,9,8,3,8,9,4,4,3
28,sels,10,10,10,9,10,9,10,10,10,6,9,10,7,5,0
30,sels,5,1,2,8,8,4,9,10,9,4,9,9,9,8,4
74,sels,8,10,10,10,7,10,8,8,9,9,5,8,2,4,2
43,sels,8,8,7,8,7,10,9,10,8,5,3,7,5,4,4
66,sels,7,9,8,9,9,9,9,7,3,7,9,7,9,9,5
63,sels,5,2,5,10,8,10,8,10,4,5,7,9,7,2,2
49,sels,5,4,1,9,8,7,3,3,2,5,6,7,5,4,3
52,sels,9,5,6,10,9,10,9,9,9,8,8,10,0,2,1
63,sels,6,7,6,9,8,9,9,7,4,6,8,8,5,3,2
72,sels,8,8,5,9,10,10,8,8,3,9,9,5,5,2,2
62,sels,8,8,8,7,6,3,7,5,2,7,5,7,9,6,7
52,sels,4,7,6,10,8,9,6,6,3,8,10,8,1,1,3
43,sels,9,6,8,7,9,5,9,5,3,9,9,7,2,0,1
54,sels,9,8,8,6,5,7,8,8,5,7,9,8,4,3,4
54,sels,5,6,6,9,8,9,7,5,5,5,7,7,5,2,4
52,sels,8,4,6,9,10,10,10,9,7,9,10,9,1,2,0
34,sels,6,4,5,10,10,10,10,8,5,5,4,5,8,4,3
64,sels,9,10,8,8,9,8,8,9,7,7,5,7,1,2,2
31,sels,7,5,7,10,8,6,10,10,6,5,8,9,10,7,7
49,sels,5,6,6,9,8,9,8,5,3,3,5,8,6,5,4
35,sels,8,4,8,8,8,6,9,8,4,4,6,8,7,6,6
58,sels,5,2,4,8,7,9,7,4,2,9,5,8,9,9,9
30,sels,6,1,8,8,10,10,6,8,5,8,5,10,10,8,4
55,sels,7,4,5,9,8,10,8,6,5,7,8,9,6,6,4
48,sels,4,3,3,8,8,8,8,8,4,4,8,7,4,3,3
52,sels,5,6,6,8,7,1,5,8,5,10,9,7,9,1,2
49,sels,8,6,8,10,10,8,8,10,2,2,8,8,10,8,2
71,sels,6,5,5,7,7,5,7,6,3,5,8,7,8,7,3
61,sels,8,5,8,8,8,3,8,7,3,3,5,8,5,7,2
18,sels,5,1,5,9,8,3,6,5,3,3,7,8,9,7,6
55,sels,5,4,8,10,10,10,10,10,6,0,5,10,5,0,2
53,sels,5,3,6,8,7,3,6,5,2,6,10,10,6,2,2
60,sels,8,6,8,8,8,10,6,5,2,10,8,8,2,2,2
40,sels,6,0,1,7,9,10,3,5,5,6,7,5,1,1,2
77,sels,8,5,8,8,8,9,9,9,5,3,10,8,7,8,1
23,sels,9,10,10,10,9,9,6,7,3,7,8,10,9,5,0
43,sels,3,5,5,8,7,9,5,5,3,9,8,8,8,5,5
53,sels,0,1,2,7,7,8,6,6,5,7,9,5,4,1,1
52,sels,5,5,5,10,10,10,10,10,8,9,10,8,5,5,5
61,sels,8,10,9,10,9,10,9,8,4,3,6,8,4,1,0
80,sels,7,5,8,8,10,3,9,8,5,10,10,8,10,8,2
65,sels,7,5,6,10,7,10,10,10,6,4,8,8,5,2,1
33,sels,10,6,5,10,10,10,10,10,10,5,0,5,10,6,0
53,sels,5,6,6,9,7,7,9,5,2,10,8,8,5,4,4
72,sels,4,10,5,8,8,5,6,5,2,8,6,8,2,4,3
61,sels,9,10,9,8,8,6,9,8,3,3,9,9,8,5,3
51,sels,7,7,7,7,7,3,7,7,2,3,8,7,7,7,4
64,sels,7,9,6,9,8,10,4,2,7,4,2,3,9,5,6
75,sels,5,7,8,10,10,10,8,4,3,7,10,10,10,4,6
21,sels,4,4,2,8,9,10,3,3,1,9,8,9,6,2,3
54,sels,7,7,7,9,9,9,9,7,3,9,5,9,7,2,3
51,sels,4,3,2,10,9,9,8,1,3,8,7,8,5,5,9
46,sels,10,3,7,10,8,2,9,7,6,2,10,10,6,2,0
64,sels,9,8,7,9,9,10,10,10,2,2,9,9,9,9,3
52,sels,9,7,10,10,9,9,10,9,6,10,9,9,1,1,1
26,sels,9,10,9,9,8,4,2,2,4,4,4,2,4,3,0
32,sels,9,3,10,6,7,1,9,8,9,2,10,8,0,5,2
30,sels,8,8,10,8,8,8,10,7,7,5,7,8,2,5,2
65,sels,3,0,6,7,6,8,9,2,5,7,8,8,6,0,3
43,sels,5,5,5,7,2,10,5,5,2,9,8,9,5,2,1
69,sels,6,6,7,6,5,8,7,8,5,9,8,7,4,3,3
19,sels,8,2,8,10,10,7,10,9,5,8,7,7,7,6,5
999,sels,8,4,6,9,9,7,6,5,3,5,7,7,7,6,5
34,sels,4,6,5,8,1,1,6,2,2,8,10,8,8,3,3
33,sels,7,5,7,5,7,7,10,9,9,5,8,8,8,6,6
67,sels,6,3,5,10,6,9,6,6,1,9,9,9,1,1,1
31,sels,4,4,3,8,6,5,6,6,7,8,8,7,4,5,4
72,sels,4,5,3,7,4,7,5,3,3,7,8,6,5,6,5
69,sels,5,10,9,9,9,9,8,5,5,8,8,8,5,5,2
66,sels,4,7,5,6,5,4,5,5,2,9,6,6,3,2,5
78,sels,0,0,5,6,10,10,2,6,0,10,10,10,6,5,5
26,sels,4,7,4,7,6,5,6,5,5,5,3,8,4,7,4
65,sels,6,8,6,10,10,10,10,8,8,8,10,10,2,6,3
46,sels,7,3,8,9,8,7,7,7,5,4,9,8,5,3,3
37,sels,8,8,8,8,8,7,2,3,3,9,6,8,7,7,7
68,sels,7,7,7,6,8,8,5,5,3,4,8,8,6,5,3
67,sels,10,8,10,4,9,5,5,9,6,3,9,7,2,4,2
57,sels,10,3,10,10,10,10,10,10,2,10,10,10,10,8,0
57,sels,5,3,5,8,8,10,6,5,5,9,5,7,10,5,6
57,sels,7,10,9,9,7,10,8,8,4,9,8,7,3,1,3
24,sels,8,3,8,7,6,4,9,10,7,5,10,9,3,6,3
18,sels,8,6,8,8,8,7,9,6,7,4,7,9,1,2,1
57,sels,7,3,5,8,9,5,9,8,5,4,7,7,3,1,2
55,sels,7,5,9,8,7,8,9,6,6,7,8,9,5,5,5
49,sels,7,5,8,8,8,9,7,5,3,6,6,7,8,2,5
56,sels,5,7,5,5,5,5,5,5,5,9,9,8,1,3,2
56,sels,5,0,7,9,8,9,9,3,3,0,9,10,5,6,8
69,sels,6,4,5,9,9,10,9,8,5,10,9,9,5,1,2
48,sels,6,2,4,9,7,9,9,8,6,8,8,7,5,4,5
25,sels,7,4,6,8,7,8,8,7,7,5,6,6,4,5,6
55,sels,3,8,5,9,8,10,2,1,8,9,9,9,8,5,7
52,sels,10,2,10,8,9,10,5,4,8,1,4,2,2,8,5
54,sels,3,7,5,8,10,5,8,7,0,9,5,10,0,1,0
61,sels,6,5,4,8,8,5,7,7,4,5,6,4,1,1,3
55,sels,8,5,8,9,8,7,9,8,7,7,8,8,8,7,4
63,sels,4,0,9,7,9,10,6,5,2,9,10,9,1,9,0
49,sels,8,8,10,9,8,9,10,9,10,9,8,9,8,2,2
57,sels,6,0,6,10,9,9,5,4,4,2,1,4,5,5,2
20,sels,8,8,8,9,9,9,10,10,9,4,5,8,5,7,6
48,sels,10,5,10,10,10,10,10,10,10,10,10,10,0,0,0
55,sels,8,7,7,7,7,2,8,8,9,2,7,5,4,2,4
66,sels,8,7,8,10,8,10,6,8,4,10,10,10,2,1,3
50,sels,8,8,10,9,9,2,5,2,0,6,8,9,2,5,3
87,sels,7,9,8,8,8,3,7,8,1,2,8,9,9,8,3
48,sels,8,6,7,8,9,5,10,10,8,4,2,8,2,1,0
70,sels,6,5,5,8,6,5,6,4,4,4,8,7,7,5,5
64,sels,8,2,5,9,5,7,9,8,8,3,9,6,3,2,6
23,sels,6,1,2,9,8,6,8,9,8,6,7,9,1,1,1
50,sels,9,8,10,10,10,10,10,10,3,5,10,10,3,2,0
57,sels,7,6,8,9,8,9,6,5,1,2,9,8,9,2,3
38,sels,9,0,9,10,9,8,8,7,5,5,10,9,9,2,4
44,sels,5,9,7,8,6,8,5,5,4,5,7,8,8,5,7
68,sels,6,6,7,9,7,7,7,5,5,3,6,8,8,6,5
47,sels,10,8,10,8,10,7,10,10,4,10,10,10,4,0,0
58,sels,7,6,6,10,10,10,10,10,5,3,3,8,7,2,5
60,sels,10,2,10,10,9,1,10,9,3,10,7,8,3,0,3
23,sels,7,0,7,8,9,9,9,9,7,8,9,5,2,0,2
28,sels,7,8,5,8,7,9,8,7,7,8,7,8,2,3,5
36,sels,10,10,10,8,8,7,7,10,3,6,9,9,1,0,7
40,sels,8,9,10,9,6,3,5,5,2,5,8,9,8,6,2
66,sels,9,7,9,10,10,10,9,7,2,6,10,10,3,3,2
65,sels,9,9,9,8,8,8,8,9,7,8,9,7,4,1,1
57,sels,8,3,8,8,10,8,10,10,7,3,9,6,5,2,1
66,sels,9,6,8,9,9,1,9,6,3,2,8,9,8,6,3
45,sels,7,4,6,7,8,8,6,9,8,2,2,5,9,7,5
69,sels,4,5,3,9,8,10,8,3,9,10,6,4,0,1,4
65,sels,7,1,5,6,5,5,6,5,5,2,9,8,5,7,5
62,sels,4,10,8,10,8,9,6,6,0,9,10,8,10,2,5
27,sels,1,0,3,9,6,9,4,3,4,1,8,6,1,2,3
30,sels,7,3,8,9,7,8,7,10,2,8,7,7,9,0,3
37,sels,5,1,1,9,9,10,3,3,5,1,2,7,2,7,9
75,sels,9,8,9,8,9,3,10,10,1,3,7,9,9,7,2
20,sels,6,6,7,7,8,3,4,7,2,7,9,8,7,2,2
73,sels,10,8,10,10,10,10,10,10,3,4,10,5,10,0,0
61,sels,6,6,7,8,8,10,9,9,6,8,7,9,9,5,3
64,sels,8,6,8,8,8,4,8,9,2,9,1,9,4,5,3
52,sels,8,6,8,9,9,9,7,8,3,2,6,8,8,6,4
53,sels,8,1,8,8,8,9,9,9,7,3,8,8,8,6,2
80,sels,4,2,6,7,8,9,6,4,6,8,2,8,5,2,2
41,sels,7,8,7,10,8,10,7,8,7,6,8,8,8,5,3
23,sels,6,4,5,10,10,10,7,6,3,8,4,9,9,9,6
17,sels,4,9,6,8,8,5,3,1,3,8,5,7,3,8,6
71,sels,7,9,8,9,8,6,9,9,4,2,9,9,5,4,1
57,sels,8,10,10,10,10,9,10,10,0,2,5,10,9,8,6
43,sels,10,10,10,10,10,10,8,8,4,5,9,9,4,4,3
52,sels,6,5,7,10,8,10,7,6,1,7,5,9,7,6,2
32,sels,6,4,6,7,8,6,8,8,7,5,8,8,5,3,3
47,sels,5,3,5,8,7,8,5,5,2,3,8,8,8,6,4
36,sels,7,8,8,9,8,9,9,7,6,3,7,9,7,7,3
46,sels,4,5,5,8,8,9,9,9,6,3,8,7,5,4,5
56,sels,7,10,10,9,9,8,6,1,1,9,5,9,10,6,3
69,sels,5,7,5,8,7,7,5,5,5,7,3,6,4,3,5
55,sels,2,5,6,8,8,6,5,6,3,8,8,9,8,5,7
19,sels,8,5,4,8,7,1,7,8,6,3,2,9,7,2,2
33,sels,5,6,5,7,5,4,5,4,6,7,3,2,4,5,8
46,sels,3,6,1,8,7,5,8,4,6,7,4,10,7,2,1
32,sels,6,2,7,8,6,5,8,8,5,8,7,8,5,3,3
47,sels,8,10,5,10,9,2,8,2,6,8,8,9,4,3,2
58,sels,5,10,7,8,10,7,9,7,4,5,9,7,7,5,5
52,sels,2,2,4,6,7,7,8,8,5,9,6,8,5,5,3
23,sels,9,7,8,10,7,7,9,8,7,7,7,8,6,4,4
46,sels,10,4,8,5,8,10,5,6,4,10,5,6,6,5,4
38,sels,10,10,10,10,10,10,7,5,1,10,8,10,6,4,2
79,sels,6,9,7,8,7,6,8,5,6,5,7,7,4,4,3
33,sels,8,5,7,10,9,7,7,7,3,7,10,10,2,1,0
30,sels,6,5,6,9,7,5,9,9,8,7,9,9,9,9,6
57,sels,5,8,4,9,8,3,7,7,7,3,2,8,7,8,7
54,sels,3,5,7,10,9,10,7,8,6,10,10,10,5,5,5
53,sels,9,2,9,9,10,10,9,10,5,9,9,10,2,6,4
24,sels,5,0,6,8,6,8,9,9,5,6,7,7,7,4,5
45,sels,8,3,7,7,8,9,9,8,9,8,6,7,4,2,4
54,sels,10,10,9,8,7,8,10,8,8,5,8,9,10,8,4
999,sels,7,3,9,9,7,8,5,4,2,4,5,9,3,3,2
43,sels,6,5,5,9,8,9,9,10,9,9,8,9,4,1,2
30,sels,7,6,9,9,7,3,6,7,3,9,6,9,8,7,1
62,sels,8,7,2,10,8,4,5,2,2,9,1,9,9,8,6
60,sels,5,8,5,9,6,2,8,8,3,8,10,8,5,2,3
62,sels,5,10,8,10,10,10,8,10,2,5,8,10,4,5,0
69,sels,4,10,9,10,6,7,9,8,2,9,9,8,8,6,3
54,sels,6,8,6,8,8,2,8,8,5,8,8,8,5,4,4
52,sels,2,5,2,8,7,4,7,8,3,8,9,9,9,7,9
22,sels,7,5,8,8,5,5,7,7,3,8,9,9,0,3,2
51,sels,10,5,7,10,10,10,9,10,4,1,8,8,9,2,2
54,sels,7,6,8,7,8,5,7,5,4,8,9,10,1,2,1
68,sels,5,6,6,7,8,10,10,10,5,10,10,10,10,6,5
22,sels,7,3,7,6,8,5,7,6,4,3,2,7,7,5,4
37,sels,7,9,6,9,9,7,7,9,1,8,8,9,7,1,3
61,sels,7,4,8,8,8,8,8,6,4,5,9,9,9,3,2
46,sels,6,5,5,9,8,10,8,7,5,10,5,8,8,3,3
38,sels,1,9,10,5,6,1,1,1,0,2,10,5,10,5,3
74,sels,5,10,10,8,8,8,6,8,2,6,5,5,8,8,5
69,sels,7,7,8,7,6,7,7,7,5,5,5,5,5,7,6
57,sels,3,8,8,7,9,10,6,9,3,10,9,10,2,3,2
55,sels,8,7,8,9,9,10,3,3,3,8,9,7,3,3,2
80,sels,7,6,8,8,8,9,5,4,3,5,5,7,5,6,4
26,sels,10,2,9,10,10,10,10,8,5,8,8,10,7,6,0
25,sels,5,5,7,10,7,8,7,9,4,6,9,10,6,2,5
51,sels,7,5,5,8,9,8,8,6,4,9,9,8,6,3,4
28,sels,10,7,10,10,10,9,8,6,4,9,8,9,7,3,0
43,sels,7,8,8,8,7,8,7,8,7,8,8,8,4,2,1
41,sels,6,2,2,9,9,8,9,8,4,8,7,8,2,7,2
21,sels,9,8,9,10,9,9,10,9,9,2,7,9,9,6,3
51,sels,10,5,10,9,8,9,6,8,9,5,5,7,9,2,4
60,sels,9,8,8,10,9,10,8,9,2,10,10,10,10,9,1
40,sels,6,5,7,9,8,9,8,8,7,6,4,8,5,2,1
28,sels,8,5,8,8,6,10,8,6,4,8,7,8,4,2,2
73,sels,7,9,8,9,10,10,2,3,2,2,10,10,4,7,0
32,sels,4,1,4,8,9,2,2,1,0,6,1,9,5,4,2
59,sels,2,5,2,9,8,7,5,3,2,10,8,10,3,6,2
38,sels,8,4,9,10,10,8,10,8,1,2,5,7,10,7,5
44,sels,7,2,6,8,7,7,5,7,4,2,6,5,5,2,3
57,sels,9,0,9,8,8,10,7,10,4,8,5,10,5,2,6
26,sels,7,10,9,9,9,8,10,10,9,6,9,7,8,2,8
27,sels,3,2,5,8,8,8,8,8,7,6,9,7,6,4,8
43,sels,5,2,6,10,9,9,9,6,2,8,8,9,7,1,4
60,sels,1,10,4,10,10,9,10,2,8,0,2,10,5,2,1
24,sels,3,10,6,10,9,6,7,5,2,8,8,10,8,6,3
51,sels,8,5,8,10,10,10,10,10,1,2,8,10,7,1,1
68,sels,8,4,7,9,8,1,9,10,3,7,9,9,6,8,1
73,sels,9,5,10,10,10,10,10,5,0,6,9,10,4,0,0
28,sels,8,3,6,8,8,8,8,6,7,2,8,8,3,3,5
55,sels,6,10,5,9,10,9,6,9,5,4,5,9,5,5,7
39,sels,5,7,5,6,8,8,9,9,3,9,10,9,8,6,5
19,sels,7,7,4,9,7,9,8,8,5,9,4,10,7,9,3
53,sels,7,7,6,8,8,8,8,8,6,7,7,8,3,2,2
52,sels,8,8,7,5,7,6,8,8,8,2,8,4,6,3,3
63,sels,10,10,10,10,10,10,5,5,0,10,8,10,5,8,5
55,sels,5,3,5,9,6,5,8,7,7,8,8,9,5,1,5
59,sels,7,8,7,10,10,10,10,8,6,10,10,10,4,2,3
55,sels,7,10,9,8,8,10,8,8,8,6,8,8,9,4,5
79,sels,4,2,9,6,8,8,7,3,5,6,9,9,7,2,1
50,sels,7,8,9,8,8,9,9,8,3,8,9,8,7,5,5
28,sels,1,1,1,9,6,3,3,3,8,10,6,10,2,8,4
47,sels,7,7,10,9,9,6,8,9,4,6,9,9,5,5,3
41,sels,6,7,5,10,9,10,7,7,1,10,8,10,2,2,3
25,sels,10,3,10,10,10,10,8,10,5,10,8,7,2,0,0
70,sels,8,9,8,8,8,9,9,9,2,1,8,8,5,5,1
46,sels,8,6,10,8,9,5,9,5,6,3,5,5,10,6,2
36,sels,8,6,8,7,8,6,9,10,8,6,7,8,9,4,3
75,sels,3,5,4,7,2,8,8,5,6,9,10,9,3,3,8
29,sels,5,6,8,7,6,3,7,8,3,2,10,4,9,7,3
53,sels,9,10,9,0,9,0,10,10,9,5,10,3,5,7,5
23,sels,8,5,8,9,9,8,5,7,1,5,10,10,8,6,3
82,sels,5,1,2,6,5,8,4,2,7,6,3,4,1,1,4
44,sels,8,3,8,9,8,10,9,7,5,7,2,8,5,4,5
31,sels,3,6,7,8,7,5,6,6,2,8,8,9,5,7,6
25,sels,9,6,6,5,6,10,6,5,4,2,10,6,10,7,4
24,sels,8,7,8,9,9,5,8,8,3,10,9,10,9,8,3
72,sels,5,5,4,8,8,3,7,8,4,7,6,8,7,2,2
23,sels,3,3,4,8,7,4,2,2,2,7,8,7,2,3,3
59,sels,7,8,7,8,8,7,8,6,7,5,7,8,10,6,5
43,sels,8,2,9,8,8,9,7,4,4,8,9,9,8,8,3
21,sels,7,0,4,7,8,10,8,5,1,10,10,6,4,10,4
38,sels,4,6,7,10,9,9,8,8,8,7,8,6,5,3,5
61,sels,7,7,6,7,8,10,7,8,5,6,6,4,7,7,4
18,sels,3,3,2,8,7,5,5,5,2,8,7,8,5,7,5
64,sels,9,10,9,10,10,10,7,10,1,1,10,10,10,9,1
43,sels,2,2,5,8,5,8,3,7,1,6,10,9,9,8,10
33,sels,10,0,8,10,10,10,10,10,8,9,10,10,0,0,0
50,sels,5,8,5,10,10,10,5,5,2,10,9,10,8,2,2
23,sels,8,3,8,9,5,3,6,3,3,8,7,8,3,6,6
48,sels,6,3,6,8,7,2,5,2,7,7,9,8,5,2,1
62,sels,3,2,5,10,9,10,8,10,6,9,5,9,0,1,5
46,sels,8,2,6,8,9,7,9,4,7,2,3,6,7,6,8
41,sels,4,6,5,10,8,10,6,8,2,10,5,8,1,3,2
70,sels,6,3,6,6,6,5,7,8,6,3,8,6,4,2,4
47,sels,8,6,6,10,10,10,9,6,5,8,8,10,8,7,1
66,sels,9,10,10,10,10,10,8,8,5,10,10,9,1,0,1
46,sels,5,4,9,10,9,5,9,8,5,10,5,9,10,10,10
71,sels,2,8,6,8,8,1,8,8,1,8,0,9,6,3,2
64,sels,3,6,4,8,8,9,6,5,4,8,8,8,1,2,4
51,sels,7,9,7,8,6,7,8,8,3,3,9,8,9,8,6
49,sels,7,4,5,8,8,9,6,6,3,8,7,8,9,4,3
51,sels,5,7,4,9,10,7,7,7,7,8,6,9,1,1,2
44,sels,2,4,9,10,5,4,5,6,3,9,2,9,8,7,7
53,sels,2,5,8,9,8,8,5,2,2,5,5,8,8,10,7
76,sels,5,4,10,10,10,10,8,10,3,10,10,10,5,0,2
85,sels,8,7,5,9,3,9,7,3,2,9,8,8,8,3,2
67,sels,3,5,5,8,8,7,5,3,2,7,3,8,8,5,5
65,sels,4,1,5,9,9,6,8,8,3,8,6,10,1,2,6
36,sels,6,8,8,8,9,9,8,7,3,7,10,7,4,0,1
68,sels,7,6,6,9,8,8,9,9,5,5,9,8,7,5,4
53,sels,7,7,5,10,9,9,7,5,1,10,10,10,8,4,5
78,sels,8,8,8,9,8,3,5,9,1,2,9,9,9,5,1
28,sels,6,7,6,10,9,10,7,8,3,10,4,9,4,4,2
70,sels,8,8,9,9,9,0,5,10,5,5,6,7,2,4,2
50,sels,10,8,8,9,8,8,10,7,5,10,10,10,1,2,0
24,sels,8,6,9,9,9,9,8,8,7,10,9,9,10,5,4
39,sels,9,8,7,8,8,8,10,10,6,4,10,10,5,5,3
43,sels,7,2,7,9,9,10,10,9,6,9,8,10,8,2,6
45,sels,9,0,5,5,8,9,6,5,3,4,9,2,2,0,9
64,sels,7,7,10,10,10,10,8,7,10,6,5,7,2,1,2
57,sels,2,3,5,7,5,4,8,6,5,9,7,7,7,6,7
63,sels,2,4,4,10,10,10,5,8,0,10,10,10,5,3,6
21,sels,6,4,7,10,8,5,8,8,9,3,4,7,10,5,4
33,sels,5,6,6,10,9,6,6,6,7,9,9,8,2,5,8
57,sels,9,10,9,7,7,8,10,9,5,3,6,8,4,2,4
45,sels,9,4,10,5,6,5,8,7,3,6,9,8,3,3,2
59,sels,7,8,7,9,8,9,8,4,4,3,7,8,6,3,1
45,sels,6,7,5,8,6,2,7,4,3,8,8,7,6,6,5
46,sels,9,8,10,10,10,5,7,2,6,10,5,10,5,8,8
39,sels,5,5,8,7,5,3,10,10,7,5,10,9,3,7,3
54,sels,2,6,3,9,7,9,10,8,7,8,6,9,1,1,0
49,sels,2,2,5,10,8,5,6,3,5,8,7,5,3,5,3
19,sels,8,8,8,3,8,0,7,7,6,5,8,5,7,6,3
18,sels,10,10,9,9,10,4,10,9,5,8,10,9,10,10,4
42,sels,8,8,10,7,8,7,7,3,2,4,9,8,9,6,5
33,sels,7,6,6,10,9,7,5,5,3,4,4,7,6,8,2
30,sels,4,3,2,10,10,7,7,6,2,8,8,9,7,5,5
87,sels,3,2,4,8,7,8,8,7,4,7,7,8,8,5,7
56,sels,8,7,8,8,8,9,6,6,7,6,7,8,6,5,5
67,sels,8,10,9,8,8,10,4,4,7,10,6,8,4,2,3
62,sels,8,9,10,9,8,10,9,7,7,3,5,7,10,5,2
73,sels,5,4,8,10,10,10,5,5,4,10,10,8,8,4,4
38,sels,3,10,2,9,7,9,6,7,3,7,6,6,4,4,6
42,sels,4,10,3,10,7,10,8,10,9,7,8,8,5,2,2
63,sels,6,5,5,7,8,9,7,9,5,8,6,8,5,2,3
58,sels,5,10,6,8,7,1,8,7,3,5,9,8,6,9,4
19,sels,7,6,8,9,8,5,8,7,4,8,8,9,8,7,4
19,sels,5,10,10,7,7,4,4,6,5,7,9,8,6,7,2
81,sels,9,4,7,9,5,8,6,10,2,7,7,9,9,6,1
65,sels,10,10,10,9,9,3,8,7,8,3,10,8,8,5,4
43,sels,8,6,7,10,9,10,10,7,9,3,10,8,8,6,3
21,sels,7,9,5,6,8,3,6,6,4,3,8,7,6,5,4
40,sels,7,7,8,8,8,7,7,5,2,6,4,8,7,8,7
55,sels,5,5,8,7,8,1,7,9,3,2,4,7,7,6,4
50,sels,6,0,5,7,7,10,7,7,7,7,2,8,1,1,5
66,sels,6,4,6,9,7,8,6,6,4,5,4,8,3,6,4
38,sels,10,10,10,10,10,0,10,10,0,0,10,10,10,10,0
54,sels,5,10,7,5,5,5,6,6,5,5,9,5,10,7,5
62,sels,8,3,10,10,5,10,8,10,1,6,8,10,5,8,0
48,sels,8,5,8,8,8,10,5,8,8,7,10,8,5,2,2
66,sels,10,3,10,10,10,0,10,10,0,0,10,10,10,5,2
46,sels,6,4,9,6,8,9,6,8,3,4,7,8,7,2,2
88,sels,8,7,8,9,7,10,10,10,9,5,8,5,1,0,8
52,sels,7,6,6,7,7,9,7,8,5,10,5,5,1,1,5
46,sels,6,6,7,10,10,10,7,6,2,9,10,10,7,7,3
37,sels,6,8,10,10,9,2,10,8,0,2,10,8,10,10,4
87,sels,10,7,10,9,10,1,10,9,0,2,10,10,10,8,2
62,sels,3,5,5,8,8,0,6,6,5,8,9,9,2,9,0
61,sels,5,7,7,10,8,10,6,5,5,8,5,8,10,6,4
56,sels,2,3,3,9,7,8,2,7,7,4,8,7,8,2,5
74,sels,7,8,9,8,9,10,9,9,10,9,9,8,2,1,1
45,sels,10,10,10,10,10,8,7,7,3,8,7,10,7,5,3
55,sels,8,10,10,8,8,9,6,5,5,8,8,8,8,2,3
68,sels,8,5,9,10,10,0,10,10,2,0,6,10,8,9,0
44,sels,6,7,8,10,10,10,10,10,3,4,8,9,5,3,2
45,sels,9,7,8,9,8,8,8,9,7,8,5,9,5,7,4
47,sels,9,7,9,9,9,10,9,5,5,6,9,9,5,3,3
66,sels,2,9,7,10,7,10,5,5,8,6,7,7,4,5,7
56,sels,8,0,8,10,8,10,5,8,5,8,10,8,5,2,5
35,sels,5,1,6,10,7,9,5,5,4,10,5,8,5,4,3
62,sels,7,6,8,8,9,7,9,9,2,5,9,9,7,7,3
42,sels,10,7,10,10,9,1,10,10,8,8,8,9,4,3,1
42,sels,7,10,10,9,10,4,6,7,1,3,6,6,8,9,4
35,sels,8,0,6,10,7,10,6,4,6,2,4,6,6,7,4
43,sels,6,6,2,8,7,9,8,8,6,4,9,6,5,4,3
