outcome,trait,dataset,est,se,mod,Data,name,est_abs,pval,pval_text
involvement,Openness,nzes,-0.07335504319179699,0.06962035011524292,under30,NZES,Involvement,0.07335504319179699,0.2920460745476131,p =  0.29
polpar,Conscientiousness,nzes,0.0390063484681233,0.060372342703561156,under30,NZES,Participation,0.0390063484681233,0.518216978291261,p =  0.52
media,Extraversion,nzes,0.032496901516851175,0.06622176937532614,under30,NZES,Media use,0.032496901516851175,0.6236185720941466,p =  0.62
poltr,Agreeableness,nzes,NA,NA,under30,NZES,Political trust,NA,NA,p =  NA
knowledge,Neuroticism,nzes,-0.0627780727781062,0.05978628968513406,under30,NZES,Knowledge,0.0627780727781062,0.29369912924379177,p =  0.29
ideology,Openness,ces,-0.03540757659630149,0.04903425746837207,under30,CES,Left-right ideology,0.03540757659630149,0.47023375951302615,p =  0.47
stfdem,Conscientiousness,ces,-0.06723760661503782,0.04319521137878063,under30,CES,Sat. democracy,0.06723760661503782,0.1195658106051611,p =  0.12
polintr,Extraversion,ces,-0.03621518518048837,0.04528909450754105,under30,CES,Interest,0.03621518518048837,0.423916671132778,p =  0.42
poleff,Agreeableness,ces,-0.02943078999880115,0.04575394476219482,under30,CES,Efficacy,0.02943078999880115,0.520068061970532,p =  0.52
involvement,Neuroticism,ces,0.10430740605266663,0.04633226146078835,under30,CES,Involvement,0.10430740605266663,0.024367108613871417,p =  0.02
polpar,Openness,ces,-0.035723434532241825,0.078340878541476075,under30,CES,Participation,0.035723434532241825,0.6483900340487424,p =  0.65
media,Conscientiousness,ces,-0.02882320447071569,0.046081566602662424,under30,CES,Media use,0.02882320447071569,0.5316545588322996,p =  0.53
poltr,Extraversion,ces,NA,NA,under30,CES,Political trust,NA,NA,p =  NA
knowledge,Agreeableness,ces,-0.06081150466758776,0.04902674949876612,under30,CES,Knowledge,0.06081150466758776,0.21483709853112687,p =  0.21
ideology,Neuroticism,ces,-0.08259854297326702,0.048503887651502355,under30,CES,Left-right ideology,0.08259854297326702,0.08858187294550664,p =  0.09
stfdem,Openness,ces,-0.10138029145179887,0.04778485207278498,under30,CES,Sat. democracy,0.10138029145179887,0.03387143157997435,p =  0.03
polintr,Conscientiousness,ces,-0.11462625805907019,0.0445046451680439,under30,CES,Interest,0.11462625805907019,0.010006572204845106,p =  0.01
poleff,Extraversion,ces,0.024340776567344645,0.04439956440633674,under30,CES,Efficacy,0.024340776567344645,0.5835401184038272,p =  0.58
involvement,Agreeableness,ces,-0.09444530347799612,0.04539141223300561,under30,CES,Involvement,0.09444530347799612,0.03746260080811458,p =  0.04
polpar,Neuroticism,ces,0.06231574095281249,0.07859552254203421,under30,CES,Participation,0.06231574095281249,0.42785572503088376,p =  0.43
media,Openness,ces,-0.07636682602911146,0.05046357300932229,under30,CES,Media use,0.07636682602911146,0.1302019583298425,p =  0.13
poltr,Conscientiousness,ces,NA,NA,under30,CES,Political trust,NA,NA,p =  NA
knowledge,Extraversion,ces,-0.041412619145220424,0.047397734913595495,under30,CES,Knowledge,0.041412619145220424,0.38226765124380996,p =  0.38
ideology,Agreeableness,ces,-0.11023259981713966,0.0486262928451951,under30,CES,Left-right ideology,0.11023259981713966,0.0233942537321453,p =  0.02
stfdem,Neuroticism,ces,0.02914840274198666,0.04711515107455556,under30,CES,Sat. democracy,0.02914840274198666,0.5361383610913577,p =  0.54
polintr,Openness,ces,-0.12631920234372154,0.04824294776978108,under30,CES,Interest,0.12631920234372154,0.008834388971179646,p < 0.01
poleff,Conscientiousness,ces,-0.06831367981244496,0.04338383449596303,under30,CES,Efficacy,0.06831367981244496,0.11534084918355576,p =  0.12
involvement,Extraversion,ces,-0.011829503690641159,0.04355855942204367,under30,CES,Involvement,0.011829503690641159,0.7859472722293552,p =  0.79
polpar,Agreeableness,ces,-0.22190753287428136,0.07842818453946307,under30,CES,Participation,0.22190753287428136,0.004663011766454854,p < 0.01
media,Neuroticism,ces,0.019688149856777012,0.05005552417219456,under30,CES,Media use,0.019688149856777012,0.6940785586338568,p =  0.69
poltr,Openness,ces,NA,NA,under30,CES,Political trust,NA,NA,p =  NA
knowledge,Conscientiousness,ces,-0.05707520124188433,0.045490580125030704,under30,CES,Knowledge,0.05707520124188433,0.20960229227420926,p =  0.21
ideology,Extraversion,ces,0.025818214497244224,0.04616288114526704,under30,CES,Left-right ideology,0.025818214497244224,0.5759671196861327,p =  0.58
stfdem,Agreeableness,ces,-0.045860252018938244,0.04622147127262074,under30,CES,Sat. democracy,0.045860252018938244,0.32110727201555506,p =  0.32
polintr,Neuroticism,ces,0.079764953161923835,0.04819538728157748,under30,CES,Interest,0.079764953161923835,0.09791781776611033,p =  0.1
poleff,Openness,ces,-0.0910064358490012,0.04696620139169612,under30,CES,Efficacy,0.0910064358490012,0.05265976269857553,p =  0.05
involvement,Conscientiousness,ces,-0.0725931049777043,0.04216662433367193,under30,CES,Involvement,0.0725931049777043,0.08514611086478475,p =  0.09
polpar,Extraversion,ces,0.034136649276103805,0.07379768220258237,under30,CES,Participation,0.034136649276103805,0.6436720780128541,p =  0.64
media,Agreeableness,ces,-0.03079747278834079,0.04913083837471614,under30,CES,Media use,0.03079747278834079,0.5307601434257943,p =  0.53
poltr,Neuroticism,ces,NA,NA,under30,CES,Political trust,NA,NA,p =  NA
knowledge,Openness,ces,0.020139058841423876,0.050027888675317024,under30,CES,Knowledge,0.020139058841423876,0.6872744119941712,p =  0.69
ideology,Conscientiousness,ces,-0.07451364080375812,0.04457128995215658,under30,CES,Left-right ideology,0.07451364080375812,0.09456660697400229,p =  0.09
stfdem,Extraversion,ces,-0.06975422002102917,0.04491855672059782,under30,CES,Sat. democracy,0.06975422002102917,0.12044599862379742,p =  0.12
polintr,Agreeableness,ces,-0.028316940454717502,0.04744788067465067,under30,CES,Interest,0.028316940454717502,0.550640280906088,p =  0.55
poleff,Neuroticism,ces,-0.013312256951167107,0.04676790163388643,under30,CES,Efficacy,0.013312256951167107,0.7759160073501623,p =  0.78
involvement,Openness,ces,-0.13815513691044068,0.04612960469621176,under30,CES,Involvement,0.13815513691044068,0.002745039309727871,p < 0.01
polpar,Conscientiousness,ces,-0.12300357752796577,0.06984647950281812,under30,CES,Participation,0.12300357752796577,0.07822888712442637,p =  0.08
media,Extraversion,ces,0.0804703159670545,0.04715175081884836,under30,CES,Media use,0.0804703159670545,0.08789193622574024,p =  0.09
poltr,Agreeableness,ces,NA,NA,under30,CES,Political trust,NA,NA,p =  NA
knowledge,Neuroticism,ces,0.05019057759783649,0.049646887556397686,under30,CES,Knowledge,0.05019057759783649,0.31203981541671494,p =  0.31
ideology,Openness,anes1012,-0.27259912649981355,0.20415590415751206,lowEdu,ANES 2010-12,Left-right ideology,0.27259912649981355,0.18179460857006888,p =  0.18
stfdem,Conscientiousness,anes1012,NA,NA,lowEdu,ANES 2010-12,Sat. democracy,NA,NA,p =  NA
polintr,Extraversion,anes1012,0.2599501326567763,0.22111610735194015,lowEdu,ANES 2010-12,Interest,0.2599501326567763,0.23974384069219853,p =  0.24
poleff,Agreeableness,anes1012,-0.18024009026773752,0.19287797819064864,lowEdu,ANES 2010-12,Efficacy,0.18024009026773752,0.35005774548425017,p =  0.35
involvement,Neuroticism,anes1012,-0.029831268693145382,0.2000338826613252,lowEdu,ANES 2010-12,Involvement,0.029831268693145382,0.8814502028559592,p =  0.88
polpar,Openness,anes1012,0.3611288362393718,0.23215249859491144,lowEdu,ANES 2010-12,Participation,0.3611288362393718,0.11981101873346417,p =  0.12
media,Conscientiousness,anes1012,0.209810989580547,0.19574769886951385,lowEdu,ANES 2010-12,Media use,0.209810989580547,0.2837901224388187,p =  0.28
poltr,Extraversion,anes1012,NA,NA,lowEdu,ANES 2010-12,Political trust,NA,NA,p =  NA
knowledge,Agreeableness,anes1012,0.36304865684769055,0.20025496728697223,lowEdu,ANES 2010-12,Knowledge,0.36304865684769055,0.0698422957220589,p =  0.07
ideology,Neuroticism,anes1012,0.05116869156169071,0.19738080568707328,lowEdu,ANES 2010-12,Left-right ideology,0.05116869156169071,0.7954512760636261,p =  0.8
stfdem,Openness,anes1012,NA,NA,lowEdu,ANES 2010-12,Sat. democracy,NA,NA,p =  NA
polintr,Conscientiousness,anes1012,0.3146419798232972,0.19660580221478738,lowEdu,ANES 2010-12,Interest,0.3146419798232972,0.10951658025397581,p =  0.11
poleff,Extraversion,anes1012,0.27604131611232263,0.21827678099916958,lowEdu,ANES 2010-12,Efficacy,0.27604131611232263,0.2060007888174856,p =  0.21
involvement,Agreeableness,anes1012,0.018677771383003933,0.19720337743543778,lowEdu,ANES 2010-12,Involvement,0.018677771383003933,0.9245425989730925,p =  0.92
polpar,Neuroticism,anes1012,-0.15040146455505138,0.21775874545691903,lowEdu,ANES 2010-12,Participation,0.15040146455505138,0.4897670813667448,p =  0.49
media,Openness,anes1012,0.03707715323479273,0.20092256013698295,lowEdu,ANES 2010-12,Media use,0.03707715323479273,0.853594129399039,p =  0.85
poltr,Conscientiousness,anes1012,NA,NA,lowEdu,ANES 2010-12,Political trust,NA,NA,p =  NA
knowledge,Extraversion,anes1012,-0.15106077505471446,0.23425405141586622,lowEdu,ANES 2010-12,Knowledge,0.15106077505471446,0.5190187246736291,p =  0.52
ideology,Agreeableness,anes1012,-0.10204342692627053,0.19594431969942502,lowEdu,ANES 2010-12,Left-right ideology,0.10204342692627053,0.6025216580241207,p =  0.6
stfdem,Neuroticism,anes1012,NA,NA,lowEdu,ANES 2010-12,Sat. democracy,NA,NA,p =  NA
polintr,Openness,anes1012,0.388580224297111,0.20029082356275496,lowEdu,ANES 2010-12,Interest,0.388580224297111,0.05236996619445732,p =  0.05
poleff,Conscientiousness,anes1012,0.17266681676812765,0.19601701381919584,lowEdu,ANES 2010-12,Efficacy,0.17266681676812765,0.3783845695730405,p =  0.38
involvement,Extraversion,anes1012,-0.028933503162353418,0.2247218696165611,lowEdu,ANES 2010-12,Involvement,0.028933503162353418,0.8975534898267576,p =  0.9
polpar,Agreeableness,anes1012,0.1314543424229667,0.21322749389843082,lowEdu,ANES 2010-12,Participation,0.1314543424229667,0.5375658330512698,p =  0.54
media,Neuroticism,anes1012,-0.3293651238474168,0.19501598683228874,lowEdu,ANES 2010-12,Media use,0.3293651238474168,0.0912360166481192,p =  0.09
poltr,Openness,anes1012,NA,NA,lowEdu,ANES 2010-12,Political trust,NA,NA,p =  NA
knowledge,Conscientiousness,anes1012,0.050617797765302654,0.20475125185819015,lowEdu,ANES 2010-12,Knowledge,0.050617797765302654,0.8047410168971274,p =  0.8
ideology,Extraversion,anes1012,-0.26909107427965956,0.22267511403683288,lowEdu,ANES 2010-12,Left-right ideology,0.26909107427965956,0.22687536925284874,p =  0.23
stfdem,Agreeableness,anes1012,NA,NA,lowEdu,ANES 2010-12,Sat. democracy,NA,NA,p =  NA
polintr,Neuroticism,anes1012,-0.17653087618088073,0.195690549387336,lowEdu,ANES 2010-12,Interest,0.17653087618088073,0.3670080060861775,p =  0.37
poleff,Openness,anes1012,0.22519044317236725,0.1990282847945835,lowEdu,ANES 2010-12,Efficacy,0.22519044317236725,0.2578659686548281,p =  0.26
involvement,Conscientiousness,anes1012,0.1570026203875601,0.20581969463730632,lowEdu,ANES 2010-12,Involvement,0.1570026203875601,0.44557295157388926,p =  0.45
polpar,Extraversion,anes1012,0.04664359027652353,0.26803744335529095,lowEdu,ANES 2010-12,Participation,0.04664359027652353,0.8618505817508771,p =  0.86
media,Agreeableness,anes1012,0.26613254252804186,0.19337393973598993,lowEdu,ANES 2010-12,Media use,0.26613254252804186,0.1687415934502812,p =  0.17
poltr,Neuroticism,anes1012,NA,NA,lowEdu,ANES 2010-12,Political trust,NA,NA,p =  NA
knowledge,Openness,anes1012,0.1784906647158941,0.22039589830117098,lowEdu,ANES 2010-12,Knowledge,0.1784906647158941,0.41801844627375584,p =  0.42
ideology,Conscientiousness,anes1012,-0.2703064929180126,0.20027120800495138,lowEdu,ANES 2010-12,Left-right ideology,0.2703064929180126,0.17711152177760123,p =  0.18
stfdem,Extraversion,anes1012,NA,NA,lowEdu,ANES 2010-12,Sat. democracy,NA,NA,p =  NA
polintr,Agreeableness,anes1012,0.23392978615811297,0.19498361248612564,lowEdu,ANES 2010-12,Interest,0.23392978615811297,0.23024004022756134,p =  0.23
poleff,Neuroticism,anes1012,-0.24067562201465934,0.19410334947143104,lowEdu,ANES 2010-12,Efficacy,0.24067562201465934,0.21499927424039444,p =  0.21
involvement,Openness,anes1012,0.0729740906942095,0.20974631745604652,lowEdu,ANES 2010-12,Involvement,0.0729740906942095,0.7279033013595819,p =  0.73
polpar,Conscientiousness,anes1012,0.4674773832699175,0.2155148492768395,lowEdu,ANES 2010-12,Participation,0.4674773832699175,0.030073640377926435,p =  0.03
media,Extraversion,anes1012,0.11652639860179716,0.21966531864398023,lowEdu,ANES 2010-12,Media use,0.11652639860179716,0.5957844091379131,p =  0.6
poltr,Agreeableness,anes1012,NA,NA,lowEdu,ANES 2010-12,Political trust,NA,NA,p =  NA
knowledge,Neuroticism,anes1012,-0.1579157911117434,0.20189408009841414,lowEdu,ANES 2010-12,Knowledge,0.1579157911117434,0.4341138039693299,p =  0.43
ideology,Openness,anes12,0.021620184906867537,0.07483288820460227,lowEdu,ANES 2012,Left-right ideology,0.021620184906867537,0.7726480505398415,p =  0.77
stfdem,Conscientiousness,anes12,-0.07346682789394207,0.05833462968157613,lowEdu,ANES 2012,Sat. democracy,0.07346682789394207,0.20788468098067128,p =  0.21
polintr,Extraversion,anes12,-0.01790492893052541,0.07938013167143837,lowEdu,ANES 2012,Interest,0.01790492893052541,0.8215441793711222,p =  0.82
poleff,Agreeableness,anes12,-0.07273360921044089,0.0642217552719945,lowEdu,ANES 2012,Efficacy,0.07273360921044089,0.25740811543537234,p =  0.26
involvement,Neuroticism,anes12,0.01659209643981125,0.067287517763174,lowEdu,ANES 2012,Involvement,0.01659209643981125,0.8052293698682143,p =  0.81
polpar,Openness,anes12,0.019338883316272575,0.11219633911187317,lowEdu,ANES 2012,Participation,0.019338883316272575,0.8631494559371927,p =  0.86
media,Conscientiousness,anes12,-0.010992207684505095,0.057630484140142,lowEdu,ANES 2012,Media use,0.010992207684505095,0.8487324371178685,p =  0.85
poltr,Extraversion,anes12,0.12543891057753992,0.1070419029014871,lowEdu,ANES 2012,Political trust,0.12543891057753992,0.24125031930091215,p =  0.24
knowledge,Agreeableness,anes12,-0.03106711549728971,0.06259114753277868,lowEdu,ANES 2012,Knowledge,0.03106711549728971,0.6196475017888863,p =  0.62
ideology,Neuroticism,anes12,0.08641486914788692,0.08024348458569636,lowEdu,ANES 2012,Left-right ideology,0.08641486914788692,0.28152126489889034,p =  0.28
stfdem,Openness,anes12,-0.07502869255893123,0.06862911905742454,lowEdu,ANES 2012,Sat. democracy,0.07502869255893123,0.2742846368401455,p =  0.27
polintr,Conscientiousness,anes12,-0.045481907895084404,0.05714590525058021,lowEdu,ANES 2012,Interest,0.045481907895084404,0.42609543127402616,p =  0.43
poleff,Extraversion,anes12,-0.08231504471785268,0.08069609956905921,lowEdu,ANES 2012,Efficacy,0.08231504471785268,0.30769893978190116,p =  0.31
involvement,Agreeableness,anes12,-0.07148982580396203,0.06294487883010139,lowEdu,ANES 2012,Involvement,0.07148982580396203,0.25606001327566097,p =  0.26
polpar,Neuroticism,anes12,-0.143858113427295,0.11101612936616466,lowEdu,ANES 2012,Participation,0.143858113427295,0.1950338038487215,p =  0.2
media,Openness,anes12,0.04350251002986326,0.06826918227046963,lowEdu,ANES 2012,Media use,0.04350251002986326,0.5239813449635753,p =  0.52
poltr,Conscientiousness,anes12,-0.04822161498086874,0.07886917697199847,lowEdu,ANES 2012,Political trust,0.04822161498086874,0.5409264092596286,p =  0.54
knowledge,Extraversion,anes12,0.09448050483656148,0.07868180714430181,lowEdu,ANES 2012,Knowledge,0.09448050483656148,0.22983179591741393,p =  0.23
ideology,Agreeableness,anes12,-0.12633195784219203,0.07413490452837065,lowEdu,ANES 2012,Left-right ideology,0.12633195784219203,0.08836576522440306,p =  0.09
stfdem,Neuroticism,anes12,-0.07933123460345057,0.06902930779665446,lowEdu,ANES 2012,Sat. democracy,0.07933123460345057,0.25045707353666985,p =  0.25
polintr,Openness,anes12,0.00801883420362589,0.06724638207971156,lowEdu,ANES 2012,Interest,0.00801883420362589,0.9050807922665698,p =  0.91
poleff,Conscientiousness,anes12,-0.016093082518204335,0.05805737261495398,lowEdu,ANES 2012,Efficacy,0.016093082518204335,0.7816321096345901,p =  0.78
involvement,Extraversion,anes12,0.008868964188810525,0.0788048721645106,lowEdu,ANES 2012,Involvement,0.008868964188810525,0.9103926009359845,p =  0.91
polpar,Agreeableness,anes12,0.17767570775133648,0.09822417447362747,lowEdu,ANES 2012,Participation,0.17767570775133648,0.07046970666306145,p =  0.07
media,Neuroticism,anes12,-0.037227719065472294,0.06818440259329804,lowEdu,ANES 2012,Media use,0.037227719065472294,0.5850756632618915,p =  0.59
poltr,Openness,anes12,-0.02172204435097461,0.09645472074894616,lowEdu,ANES 2012,Political trust,0.02172204435097461,0.8218201308674126,p =  0.82
knowledge,Conscientiousness,anes12,-0.02035928925517033,0.05637729375080229,lowEdu,ANES 2012,Knowledge,0.02035928925517033,0.7180054874553798,p =  0.72
ideology,Extraversion,anes12,0.1044944036342834,0.0886064767101495,lowEdu,ANES 2012,Left-right ideology,0.1044944036342834,0.2382752088417973,p =  0.24
stfdem,Agreeableness,anes12,-0.08179998012385928,0.06499493955187328,lowEdu,ANES 2012,Sat. democracy,0.08179998012385928,0.20818958613214333,p =  0.21
polintr,Neuroticism,anes12,-0.028888915876232962,0.06723600342856957,lowEdu,ANES 2012,Interest,0.028888915876232962,0.667439796304161,p =  0.67
poleff,Openness,anes12,-0.09152616579000282,0.0681088907540999,lowEdu,ANES 2012,Efficacy,0.09152616579000282,0.17900623851892103,p =  0.18
involvement,Conscientiousness,anes12,0.013713439726628042,0.05716445542047516,lowEdu,ANES 2012,Involvement,0.013713439726628042,0.8104120274438691,p =  0.81
polpar,Extraversion,anes12,0.13529306793311396,0.12257880086347325,lowEdu,ANES 2012,Participation,0.13529306793311396,0.26971322291836813,p =  0.27
media,Agreeableness,anes12,0.09887073883151014,0.06368271404337379,lowEdu,ANES 2012,Media use,0.09887073883151014,0.12053014886170249,p =  0.12
poltr,Neuroticism,anes12,-0.17687055047470365,0.0946705589513824,lowEdu,ANES 2012,Political trust,0.17687055047470365,0.06172387900926919,p =  0.06
knowledge,Openness,anes12,-0.062011255213341915,0.066957796031768907,lowEdu,ANES 2012,Knowledge,0.062011255213341915,0.35438128422213466,p =  0.35
ideology,Conscientiousness,anes12,0.020951445886584603,0.06514647263150089,lowEdu,ANES 2012,Left-right ideology,0.020951445886584603,0.7477517861892227,p =  0.75
stfdem,Extraversion,anes12,0.1906632993035457,0.08079981894823351,lowEdu,ANES 2012,Sat. democracy,0.1906632993035457,0.018289739475230812,p =  0.02
polintr,Agreeableness,anes12,0.09977020753709527,0.06334339686956282,lowEdu,ANES 2012,Interest,0.09977020753709527,0.11524056682018802,p =  0.12
poleff,Neuroticism,anes12,0.15315092679142467,0.06821933835897617,lowEdu,ANES 2012,Efficacy,0.15315092679142467,0.02476953269092142,p =  0.02
involvement,Openness,anes12,-0.06749155602841322,0.0667296622592381,lowEdu,ANES 2012,Involvement,0.06749155602841322,0.3118165925378497,p =  0.31
polpar,Conscientiousness,anes12,0.06387383238556157,0.08966345162809676,lowEdu,ANES 2012,Participation,0.06387383238556157,0.47623375888181696,p =  0.48
media,Extraversion,anes12,-0.013065215227729752,0.07995493077665175,lowEdu,ANES 2012,Media use,0.013065215227729752,0.8701977962581561,p =  0.87
poltr,Agreeableness,anes12,0.044066294271875785,0.09164988799183206,lowEdu,ANES 2012,Political trust,0.044066294271875785,0.6306506766354116,p =  0.63
knowledge,Neuroticism,anes12,0.09237044958775688,0.06651423225381643,lowEdu,ANES 2012,Knowledge,0.09237044958775688,0.1649142285784389,p =  0.16
ideology,Openness,anes16,0.42922979492581753,0.13408244420304175,lowEdu,ANES 2016,Left-right ideology,0.42922979492581753,0.0013683852815008879,p < 0.01
stfdem,Conscientiousness,anes16,-0.12648546424450224,0.09450968941614353,lowEdu,ANES 2016,Sat. democracy,0.12648546424450224,0.18078781218355913,p =  0.18
polintr,Extraversion,anes16,-0.05262692019599622,0.1402350049613606,lowEdu,ANES 2016,Interest,0.05262692019599622,0.7074547441100493,p =  0.71
poleff,Agreeableness,anes16,-0.11512225200990506,0.11649868253418144,lowEdu,ANES 2016,Efficacy,0.11512225200990506,0.3230620470855113,p =  0.32
involvement,Neuroticism,anes16,0.10224759605479451,0.13032635551547989,lowEdu,ANES 2016,Involvement,0.10224759605479451,0.43271721314367523,p =  0.43
polpar,Openness,anes16,-0.08527504855237149,0.15008333467233287,lowEdu,ANES 2016,Participation,0.08527504855237149,0.5699095861959774,p =  0.57
media,Conscientiousness,anes16,-0.12251815611671492,0.0916886167032694,lowEdu,ANES 2016,Media use,0.12251815611671492,0.18147027434874155,p =  0.18
poltr,Extraversion,anes16,0.09209988977012008,0.14234133822038364,lowEdu,ANES 2016,Political trust,0.09209988977012008,0.5176090097669972,p =  0.52
knowledge,Agreeableness,anes16,-0.01394504413879114,0.11419701153858083,lowEdu,ANES 2016,Knowledge,0.01394504413879114,0.9028088019275998,p =  0.9
ideology,Neuroticism,anes16,-0.03797786452762293,0.17059431000529668,lowEdu,ANES 2016,Left-right ideology,0.03797786452762293,0.823830542768443,p =  0.82
stfdem,Openness,anes16,0.05442550953717319,0.11631306312130976,lowEdu,ANES 2016,Sat. democracy,0.05442550953717319,0.639839949522786,p =  0.64
polintr,Conscientiousness,anes16,-0.21226427402715958,0.09026325486578288,lowEdu,ANES 2016,Interest,0.21226427402715958,0.01869219416383145,p =  0.02
poleff,Extraversion,anes16,0.11884647730996485,0.14300145042074136,lowEdu,ANES 2016,Efficacy,0.11884647730996485,0.4059251511640634,p =  0.41
involvement,Agreeableness,anes16,-0.013108756772665599,0.11674886798469887,lowEdu,ANES 2016,Involvement,0.013108756772665599,0.9106000825501476,p =  0.91
polpar,Neuroticism,anes16,-0.10794006790642054,0.18338889248807247,lowEdu,ANES 2016,Participation,0.10794006790642054,0.5561392719510037,p =  0.56
media,Openness,anes16,-0.07850017818708038,0.11677557792948774,lowEdu,ANES 2016,Media use,0.07850017818708038,0.5014365687540276,p =  0.5
poltr,Conscientiousness,anes16,-0.04317926239868337,0.09187691743824762,lowEdu,ANES 2016,Political trust,0.04317926239868337,0.6383774815137533,p =  0.64
knowledge,Extraversion,anes16,0.03887653896358183,0.1407654951460709,lowEdu,ANES 2016,Knowledge,0.03887653896358183,0.7824102296091886,p =  0.78
ideology,Agreeableness,anes16,0.31534611065994095,0.16198150315646162,lowEdu,ANES 2016,Left-right ideology,0.31534611065994095,0.05155833172220449,p =  0.05
stfdem,Neuroticism,anes16,0.0784367067773836,0.1297939426102589,lowEdu,ANES 2016,Sat. democracy,0.0784367067773836,0.5456327997407229,p =  0.55
polintr,Openness,anes16,-0.144873859116368,0.11368644628180812,lowEdu,ANES 2016,Interest,0.144873859116368,0.20254708075497216,p =  0.2
poleff,Conscientiousness,anes16,0.04084539553920549,0.09251965094680573,lowEdu,ANES 2016,Efficacy,0.04084539553920549,0.6588669452670148,p =  0.66
involvement,Extraversion,anes16,0.01422046883663604,0.14656486713009895,lowEdu,ANES 2016,Involvement,0.01422046883663604,0.9227064726921833,p =  0.92
polpar,Agreeableness,anes16,-0.10317795074652357,0.15526192515700468,lowEdu,ANES 2016,Participation,0.10317795074652357,0.5063439694740821,p =  0.51
media,Neuroticism,anes16,0.05482984751555326,0.1309517953600116,lowEdu,ANES 2016,Media use,0.05482984751555326,0.6754335492974556,p =  0.68
poltr,Openness,anes16,0.04544858502917018,0.1154115861043648,lowEdu,ANES 2016,Political trust,0.04544858502917018,0.6937318877169951,p =  0.69
knowledge,Conscientiousness,anes16,-0.06880655223171558,0.08978050092317626,lowEdu,ANES 2016,Knowledge,0.06880655223171558,0.4434464402053498,p =  0.44
ideology,Extraversion,anes16,-0.03321858517031149,0.17688117342700185,lowEdu,ANES 2016,Left-right ideology,0.03321858517031149,0.8510321026184087,p =  0.85
stfdem,Agreeableness,anes16,0.1436036725940619,0.11634368320892743,lowEdu,ANES 2016,Sat. democracy,0.1436036725940619,0.21708900873907333,p =  0.22
polintr,Neuroticism,anes16,0.06856759510539409,0.12735362076660509,lowEdu,ANES 2016,Interest,0.06856759510539409,0.590298727650603,p =  0.59
poleff,Openness,anes16,-0.09987152850483372,0.11626343943946076,lowEdu,ANES 2016,Efficacy,0.09987152850483372,0.3903346601478705,p =  0.39
involvement,Conscientiousness,anes16,-0.03443490896844813,0.09304818891381622,lowEdu,ANES 2016,Involvement,0.03443490896844813,0.7113258045318169,p =  0.71
polpar,Extraversion,anes16,0.14617235296683329,0.19885028330175475,lowEdu,ANES 2016,Participation,0.14617235296683329,0.4622862208384923,p =  0.46
media,Agreeableness,anes16,0.11047607206443674,0.11555184049987147,lowEdu,ANES 2016,Media use,0.11047607206443674,0.3390350168573964,p =  0.34
poltr,Neuroticism,anes16,-0.023114466925719414,0.12953261344499964,lowEdu,ANES 2016,Political trust,0.023114466925719414,0.8583733919335802,p =  0.86
knowledge,Openness,anes16,-0.0024502995379945946,0.11369109689610735,lowEdu,ANES 2016,Knowledge,0.0024502995379945946,0.9828051194791116,p =  0.98
ideology,Conscientiousness,anes16,0.13095485901532303,0.12316405088408486,lowEdu,ANES 2016,Left-right ideology,0.13095485901532303,0.28766608305403596,p =  0.29
stfdem,Extraversion,anes16,-0.08931827387886179,0.14279184939246423,lowEdu,ANES 2016,Sat. democracy,0.08931827387886179,0.5316338868885002,p =  0.53
polintr,Agreeableness,anes16,-0.045827207706770914,0.11439038655884076,lowEdu,ANES 2016,Interest,0.045827207706770914,0.6886990748974569,p =  0.69
poleff,Neuroticism,anes16,0.014321206995453037,0.1300252093834163,lowEdu,ANES 2016,Efficacy,0.014321206995453037,0.9122969402198293,p =  0.91
involvement,Openness,anes16,-0.221499197763391,0.11737600566328918,lowEdu,ANES 2016,Involvement,0.221499197763391,0.05914809404922636,p =  0.06
polpar,Conscientiousness,anes16,-0.0915710747577646,0.12608988842687466,lowEdu,ANES 2016,Participation,0.0915710747577646,0.46769382152678846,p =  0.47
media,Extraversion,anes16,-0.029547782347132612,0.14095103522277672,lowEdu,ANES 2016,Media use,0.029547782347132612,0.8339552624795645,p =  0.83
poltr,Agreeableness,anes16,0.08996991226369692,0.11592428180520334,lowEdu,ANES 2016,Political trust,0.08996991226369692,0.4376844577941137,p =  0.44
knowledge,Neuroticism,anes16,0.09439588416676169,0.12659895707771016,lowEdu,ANES 2016,Knowledge,0.09439588416676169,0.4558914144730669,p =  0.46
ideology,Openness,bes,0.08139966530603045,0.030284805746943304,lowEdu,BES,Left-right ideology,0.08139966530603045,0.007192329221612554,p < 0.01
stfdem,Conscientiousness,bes,0.01360408412897685,0.028449574344637133,lowEdu,BES,Sat. democracy,0.01360408412897685,0.6325204283999606,p =  0.63
polintr,Extraversion,bes,0.020718114496783072,0.025997079750176552,lowEdu,BES,Interest,0.020718114496783072,0.4254858391790338,p =  0.43
poleff,Agreeableness,bes,-0.02897617952279793,0.028498347843160795,lowEdu,BES,Efficacy,0.02897617952279793,0.3092642861749951,p =  0.31
involvement,Neuroticism,bes,-0.0627894579103253,0.028779621387070294,lowEdu,BES,Involvement,0.0627894579103253,0.029129222873730397,p =  0.03
polpar,Openness,bes,-0.027413414774964593,0.030112866636017515,lowEdu,BES,Participation,0.027413414774964593,0.36263504019256154,p =  0.36
media,Conscientiousness,bes,0.016620309794698203,0.027568252826671243,lowEdu,BES,Media use,0.016620309794698203,0.5465894501926857,p =  0.55
